,Model_Name,AttackID,Total_Count_of_Actual_Attacks,Total_Count_of_Identified_Attacks,Identified_Attack(in %),Attack_Start_Time,Attack_End_Time,PropensityOfAttack (In Seconds)
17,lof_P3_SWAT_Dec2015_Data_model,23,697,0,0.0,2015-12-30 01:42:34,2015-12-30 01:54:10,696.0
18,lof_P3_SWAT_Dec2015_Data_model,24,321,0,0.0,2015-12-30 09:51:08,2015-12-30 09:56:28,320.0
19,lof_P3_SWAT_Dec2015_Data_model,25,612,0,0.0,2015-12-30 10:01:50,2015-12-30 10:12:01,611.0
20,lof_P3_SWAT_Dec2015_Data_model,26,1445,0,0.0,2015-12-30 17:04:56,2015-12-30 17:29:00,1444.0
21,lof_P3_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,lof_P3_SWAT_Dec2015_Data_model,28,34209,0,0.0,2015-12-31 01:45:19,2015-12-31 11:15:27,34208.0
23,lof_P3_SWAT_Dec2015_Data_model,29,121,0,0.0,2015-12-31 15:32:00,2015-12-31 15:34:00,120.0
24,lof_P3_SWAT_Dec2015_Data_model,30,1171,0,0.0,2015-12-31 15:47:40,2015-12-31 16:07:10,1170.0
25,lof_P3_SWAT_Dec2015_Data_model,31,367,0,0.0,2015-12-31 22:05:34,2015-12-31 22:11:40,366.0
26,lof_P3_SWAT_Dec2015_Data_model,32,601,0,0.0,2016-01-01 10:36:00,2016-01-01 10:46:00,600.0
27,lof_P3_SWAT_Dec2015_Data_model,33,444,0,0.0,2016-01-01 14:21:12,2016-01-01 14:28:35,443.0
28,lof_P3_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,lof_P3_SWAT_Dec2015_Data_model,35,481,0,0.0,2016-01-01 17:18:56,2016-01-01 17:26:56,480.0
30,lof_P3_SWAT_Dec2015_Data_model,36,540,0,0.0,2016-01-01 22:16:01,2016-01-01 22:25:00,539.0
0,lof_P5_SWAT_Dec2015_Data_model,1,940,0,0.0,2015-12-28 10:29:14,2015-12-28 10:44:53,939.0
1,lof_P5_SWAT_Dec2015_Data_model,2,443,0,0.0,2015-12-28 10:51:08,2015-12-28 10:58:30,442.0
2,lof_P5_SWAT_Dec2015_Data_model,3,383,0,0.0,2015-12-28 11:22:00,2015-12-28 11:28:22,382.0
3,lof_P5_SWAT_Dec2015_Data_model,4,390,0,0.0,2015-12-28 11:47:39,2015-12-28 11:54:08,389.0
4,lof_P5_SWAT_Dec2015_Data_model,6,196,0,0.0,2015-12-28 12:00:55,2015-12-28 12:04:10,195.0
5,lof_P5_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,lof_P5_SWAT_Dec2015_Data_model,8,964,0,0.0,2015-12-28 13:10:10,2015-12-28 13:26:13,963.0
7,lof_P5_SWAT_Dec2015_Data_model,10,160,0,0.0,2015-12-28 14:16:20,2015-12-28 14:19:00,159.0
8,lof_P5_SWAT_Dec2015_Data_model,11,561,0,0.0,2015-12-28 14:19:00,2015-12-28 14:28:20,560.0
9,lof_P5_SWAT_Dec2015_Data_model,13,233,0,0.0,2015-12-29 11:11:25,2015-12-29 11:15:17,232.0
10,lof_P5_SWAT_Dec2015_Data_model,14,431,0,0.0,2015-12-29 11:35:40,2015-12-29 11:42:50,430.0
11,lof_P5_SWAT_Dec2015_Data_model,16,276,0,0.0,2015-12-29 11:57:25,2015-12-29 12:02:00,275.0
12,lof_P5_SWAT_Dec2015_Data_model,17,717,0,0.0,2015-12-29 14:38:12,2015-12-29 14:50:08,716.0
13,lof_P5_SWAT_Dec2015_Data_model,19,259,0,0.0,2015-12-29 18:10:43,2015-12-29 18:15:01,258.0
14,lof_P5_SWAT_Dec2015_Data_model,20,395,0,0.0,2015-12-29 18:15:43,2015-12-29 18:22:17,394.0
15,lof_P5_SWAT_Dec2015_Data_model,21,721,0,0.0,2015-12-29 18:30:00,2015-12-29 18:42:00,720.0
16,lof_P5_SWAT_Dec2015_Data_model,22,463,0,0.0,2015-12-29 22:55:18,2015-12-29 23:03:00,462.0
17,lof_P5_SWAT_Dec2015_Data_model,23,697,0,0.0,2015-12-30 01:42:34,2015-12-30 01:54:10,696.0
18,lof_P5_SWAT_Dec2015_Data_model,24,321,0,0.0,2015-12-30 09:51:08,2015-12-30 09:56:28,320.0
19,lof_P5_SWAT_Dec2015_Data_model,25,612,0,0.0,2015-12-30 10:01:50,2015-12-30 10:12:01,611.0
20,lof_P5_SWAT_Dec2015_Data_model,26,1445,0,0.0,2015-12-30 17:04:56,2015-12-30 17:29:00,1444.0
21,lof_P5_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,lof_P5_SWAT_Dec2015_Data_model,28,34209,31960,93.43,2015-12-31 01:45:19,2015-12-31 11:15:27,2245.0
23,lof_P5_SWAT_Dec2015_Data_model,29,121,0,0.0,2015-12-31 15:32:00,2015-12-31 15:34:00,120.0
24,lof_P5_SWAT_Dec2015_Data_model,30,1171,0,0.0,2015-12-31 15:47:40,2015-12-31 16:07:10,1170.0
25,lof_P5_SWAT_Dec2015_Data_model,31,367,0,0.0,2015-12-31 22:05:34,2015-12-31 22:11:40,366.0
26,lof_P5_SWAT_Dec2015_Data_model,32,601,0,0.0,2016-01-01 10:36:00,2016-01-01 10:46:00,600.0
27,lof_P5_SWAT_Dec2015_Data_model,33,444,0,0.0,2016-01-01 14:21:12,2016-01-01 14:28:35,443.0
28,lof_P5_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,lof_P5_SWAT_Dec2015_Data_model,35,481,0,0.0,2016-01-01 17:18:56,2016-01-01 17:26:56,480.0
30,lof_P5_SWAT_Dec2015_Data_model,36,540,0,0.0,2016-01-01 22:16:01,2016-01-01 22:25:00,539.0
0,lof_P6_SWAT_Dec2015_Data_model,1,940,0,0.0,2015-12-28 10:29:14,2015-12-28 10:44:53,939.0
1,lof_P6_SWAT_Dec2015_Data_model,2,443,0,0.0,2015-12-28 10:51:08,2015-12-28 10:58:30,442.0
2,lof_P6_SWAT_Dec2015_Data_model,3,383,0,0.0,2015-12-28 11:22:00,2015-12-28 11:28:22,382.0
3,lof_P6_SWAT_Dec2015_Data_model,4,390,0,0.0,2015-12-28 11:47:39,2015-12-28 11:54:08,389.0
4,lof_P6_SWAT_Dec2015_Data_model,6,196,0,0.0,2015-12-28 12:00:55,2015-12-28 12:04:10,195.0
5,lof_P6_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,lof_P6_SWAT_Dec2015_Data_model,8,964,0,0.0,2015-12-28 13:10:10,2015-12-28 13:26:13,963.0
7,lof_P6_SWAT_Dec2015_Data_model,10,160,0,0.0,2015-12-28 14:16:20,2015-12-28 14:19:00,159.0
8,lof_P6_SWAT_Dec2015_Data_model,11,561,0,0.0,2015-12-28 14:19:00,2015-12-28 14:28:20,560.0
9,lof_P6_SWAT_Dec2015_Data_model,13,233,0,0.0,2015-12-29 11:11:25,2015-12-29 11:15:17,232.0
10,lof_P6_SWAT_Dec2015_Data_model,14,431,0,0.0,2015-12-29 11:35:40,2015-12-29 11:42:50,430.0
11,lof_P6_SWAT_Dec2015_Data_model,16,276,0,0.0,2015-12-29 11:57:25,2015-12-29 12:02:00,275.0
12,lof_P6_SWAT_Dec2015_Data_model,17,717,0,0.0,2015-12-29 14:38:12,2015-12-29 14:50:08,716.0
13,lof_P6_SWAT_Dec2015_Data_model,19,259,0,0.0,2015-12-29 18:10:43,2015-12-29 18:15:01,258.0
14,lof_P6_SWAT_Dec2015_Data_model,20,395,0,0.0,2015-12-29 18:15:43,2015-12-29 18:22:17,394.0
15,lof_P6_SWAT_Dec2015_Data_model,21,721,0,0.0,2015-12-29 18:30:00,2015-12-29 18:42:00,720.0
16,lof_P6_SWAT_Dec2015_Data_model,22,463,0,0.0,2015-12-29 22:55:18,2015-12-29 23:03:00,462.0
17,lof_P6_SWAT_Dec2015_Data_model,23,697,0,0.0,2015-12-30 01:42:34,2015-12-30 01:54:10,696.0
18,lof_P6_SWAT_Dec2015_Data_model,24,321,0,0.0,2015-12-30 09:51:08,2015-12-30 09:56:28,320.0
19,lof_P6_SWAT_Dec2015_Data_model,25,612,0,0.0,2015-12-30 10:01:50,2015-12-30 10:12:01,611.0
20,lof_P6_SWAT_Dec2015_Data_model,26,1445,0,0.0,2015-12-30 17:04:56,2015-12-30 17:29:00,1444.0
21,lof_P6_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,lof_P6_SWAT_Dec2015_Data_model,28,34209,0,0.0,2015-12-31 01:45:19,2015-12-31 11:15:27,34208.0
23,lof_P6_SWAT_Dec2015_Data_model,29,121,0,0.0,2015-12-31 15:32:00,2015-12-31 15:34:00,120.0
24,lof_P6_SWAT_Dec2015_Data_model,30,1171,0,0.0,2015-12-31 15:47:40,2015-12-31 16:07:10,1170.0
25,lof_P6_SWAT_Dec2015_Data_model,31,367,0,0.0,2015-12-31 22:05:34,2015-12-31 22:11:40,366.0
26,lof_P6_SWAT_Dec2015_Data_model,32,601,0,0.0,2016-01-01 10:36:00,2016-01-01 10:46:00,600.0
27,lof_P6_SWAT_Dec2015_Data_model,33,444,5,1.13,2016-01-01 14:21:12,2016-01-01 14:28:35,96.0
28,lof_P6_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,lof_P6_SWAT_Dec2015_Data_model,35,481,0,0.0,2016-01-01 17:18:56,2016-01-01 17:26:56,480.0
30,lof_P6_SWAT_Dec2015_Data_model,36,540,0,0.0,2016-01-01 22:16:01,2016-01-01 22:25:00,539.0
0,histogram_P1_SWAT_Dec2015_Data_model,1,940,22,2.34,2015-12-28 10:29:14,2015-12-28 10:44:53,76.0
1,histogram_P1_SWAT_Dec2015_Data_model,2,443,70,15.8,2015-12-28 10:51:08,2015-12-28 10:58:30,347.0
2,histogram_P1_SWAT_Dec2015_Data_model,3,383,199,51.96,2015-12-28 11:22:00,2015-12-28 11:28:22,8.0
3,histogram_P1_SWAT_Dec2015_Data_model,4,390,294,75.38,2015-12-28 11:47:39,2015-12-28 11:54:08,0.0
4,histogram_P1_SWAT_Dec2015_Data_model,6,196,196,100.0,2015-12-28 12:00:55,2015-12-28 12:04:10,0.0
5,histogram_P1_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,histogram_P1_SWAT_Dec2015_Data_model,8,964,475,49.27,2015-12-28 13:10:10,2015-12-28 13:26:13,1.0
7,histogram_P1_SWAT_Dec2015_Data_model,10,160,122,76.25,2015-12-28 14:16:20,2015-12-28 14:19:00,0.0
8,histogram_P1_SWAT_Dec2015_Data_model,11,561,347,61.85,2015-12-28 14:19:00,2015-12-28 14:28:20,0.0
9,histogram_P1_SWAT_Dec2015_Data_model,13,233,174,74.68,2015-12-29 11:11:25,2015-12-29 11:15:17,0.0
10,histogram_P1_SWAT_Dec2015_Data_model,14,431,238,55.22,2015-12-29 11:35:40,2015-12-29 11:42:50,1.0
11,histogram_P1_SWAT_Dec2015_Data_model,16,276,25,9.06,2015-12-29 11:57:25,2015-12-29 12:02:00,0.0
12,histogram_P1_SWAT_Dec2015_Data_model,17,717,444,61.92,2015-12-29 14:38:12,2015-12-29 14:50:08,6.0
13,histogram_P1_SWAT_Dec2015_Data_model,19,259,200,77.22,2015-12-29 18:10:43,2015-12-29 18:15:01,0.0
14,histogram_P1_SWAT_Dec2015_Data_model,20,395,306,77.47,2015-12-29 18:15:43,2015-12-29 18:22:17,0.0
15,histogram_P1_SWAT_Dec2015_Data_model,21,721,13,1.8,2015-12-29 18:30:00,2015-12-29 18:42:00,701.0
16,histogram_P1_SWAT_Dec2015_Data_model,22,463,0,0.0,2015-12-29 22:55:18,2015-12-29 23:03:00,462.0
17,histogram_P1_SWAT_Dec2015_Data_model,23,697,205,29.41,2015-12-30 01:42:34,2015-12-30 01:54:10,0.0
18,histogram_P1_SWAT_Dec2015_Data_model,24,321,122,38.01,2015-12-30 09:51:08,2015-12-30 09:56:28,0.0
19,histogram_P1_SWAT_Dec2015_Data_model,25,612,594,97.06,2015-12-30 10:01:50,2015-12-30 10:12:01,18.0
20,histogram_P1_SWAT_Dec2015_Data_model,26,1445,365,25.26,2015-12-30 17:04:56,2015-12-30 17:29:00,303.0
21,histogram_P1_SWAT_Dec2015_Data_model,27,1691,1260,74.51,2015-12-31 01:17:08,2015-12-31 01:45:18,2.0
22,histogram_P1_SWAT_Dec2015_Data_model,28,34209,33688,98.48,2015-12-31 01:45:19,2015-12-31 11:15:27,7.0
23,histogram_P1_SWAT_Dec2015_Data_model,29,121,29,23.97,2015-12-31 15:32:00,2015-12-31 15:34:00,14.0
24,histogram_P1_SWAT_Dec2015_Data_model,30,1171,22,1.88,2015-12-31 15:47:40,2015-12-31 16:07:10,1125.0
25,histogram_P1_SWAT_Dec2015_Data_model,31,367,127,34.6,2015-12-31 22:05:34,2015-12-31 22:11:40,0.0
26,histogram_P1_SWAT_Dec2015_Data_model,32,601,137,22.8,2016-01-01 10:36:00,2016-01-01 10:46:00,0.0
27,histogram_P1_SWAT_Dec2015_Data_model,33,444,55,12.39,2016-01-01 14:21:12,2016-01-01 14:28:35,0.0
28,histogram_P1_SWAT_Dec2015_Data_model,34,101,34,33.66,2016-01-01 17:12:40,2016-01-01 17:14:20,0.0
29,histogram_P1_SWAT_Dec2015_Data_model,35,481,114,23.7,2016-01-01 17:18:56,2016-01-01 17:26:56,0.0
30,histogram_P1_SWAT_Dec2015_Data_model,36,540,131,24.26,2016-01-01 22:16:01,2016-01-01 22:25:00,1.0
0,histogram_P2_SWAT_Dec2015_Data_model,1,940,858,91.28,2015-12-28 10:29:14,2015-12-28 10:44:53,68.0
1,histogram_P2_SWAT_Dec2015_Data_model,2,443,12,2.71,2015-12-28 10:51:08,2015-12-28 10:58:30,431.0
2,histogram_P2_SWAT_Dec2015_Data_model,3,383,0,0.0,2015-12-28 11:22:00,2015-12-28 11:28:22,382.0
3,histogram_P2_SWAT_Dec2015_Data_model,4,390,390,100.0,2015-12-28 11:47:39,2015-12-28 11:54:08,0.0
4,histogram_P2_SWAT_Dec2015_Data_model,6,196,19,9.69,2015-12-28 12:00:55,2015-12-28 12:04:10,177.0
5,histogram_P2_SWAT_Dec2015_Data_model,7,429,9,2.1,2015-12-28 12:08:25,2015-12-28 12:15:33,410.0
6,histogram_P2_SWAT_Dec2015_Data_model,8,964,515,53.42,2015-12-28 13:10:10,2015-12-28 13:26:13,0.0
7,histogram_P2_SWAT_Dec2015_Data_model,10,160,160,100.0,2015-12-28 14:16:20,2015-12-28 14:19:00,0.0
8,histogram_P2_SWAT_Dec2015_Data_model,11,561,536,95.54,2015-12-28 14:19:00,2015-12-28 14:28:20,0.0
9,histogram_P2_SWAT_Dec2015_Data_model,13,233,233,100.0,2015-12-29 11:11:25,2015-12-29 11:15:17,0.0
10,histogram_P2_SWAT_Dec2015_Data_model,14,431,140,32.48,2015-12-29 11:35:40,2015-12-29 11:42:50,267.0
11,histogram_P2_SWAT_Dec2015_Data_model,16,276,30,10.87,2015-12-29 11:57:25,2015-12-29 12:02:00,0.0
12,histogram_P2_SWAT_Dec2015_Data_model,17,717,172,23.99,2015-12-29 14:38:12,2015-12-29 14:50:08,250.0
13,histogram_P2_SWAT_Dec2015_Data_model,19,259,259,100.0,2015-12-29 18:10:43,2015-12-29 18:15:01,0.0
14,histogram_P2_SWAT_Dec2015_Data_model,20,395,395,100.0,2015-12-29 18:15:43,2015-12-29 18:22:17,0.0
15,histogram_P2_SWAT_Dec2015_Data_model,21,721,719,99.72,2015-12-29 18:30:00,2015-12-29 18:42:00,0.0
16,histogram_P2_SWAT_Dec2015_Data_model,22,463,0,0.0,2015-12-29 22:55:18,2015-12-29 23:03:00,462.0
17,histogram_P2_SWAT_Dec2015_Data_model,23,697,557,79.91,2015-12-30 01:42:34,2015-12-30 01:54:10,129.0
18,histogram_P2_SWAT_Dec2015_Data_model,24,321,222,69.16,2015-12-30 09:51:08,2015-12-30 09:56:28,99.0
19,histogram_P2_SWAT_Dec2015_Data_model,25,612,612,100.0,2015-12-30 10:01:50,2015-12-30 10:12:01,0.0
20,histogram_P2_SWAT_Dec2015_Data_model,26,1445,10,0.69,2015-12-30 17:04:56,2015-12-30 17:29:00,1422.0
21,histogram_P2_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,histogram_P2_SWAT_Dec2015_Data_model,28,34209,34014,99.43,2015-12-31 01:45:19,2015-12-31 11:15:27,195.0
23,histogram_P2_SWAT_Dec2015_Data_model,29,121,121,100.0,2015-12-31 15:32:00,2015-12-31 15:34:00,0.0
24,histogram_P2_SWAT_Dec2015_Data_model,30,1171,6,0.51,2015-12-31 15:47:40,2015-12-31 16:07:10,1131.0
25,histogram_P2_SWAT_Dec2015_Data_model,31,367,367,100.0,2015-12-31 22:05:34,2015-12-31 22:11:40,0.0
26,histogram_P2_SWAT_Dec2015_Data_model,32,601,560,93.18,2016-01-01 10:36:00,2016-01-01 10:46:00,41.0
27,histogram_P2_SWAT_Dec2015_Data_model,33,444,0,0.0,2016-01-01 14:21:12,2016-01-01 14:28:35,443.0
28,histogram_P2_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,histogram_P2_SWAT_Dec2015_Data_model,35,481,427,88.77,2016-01-01 17:18:56,2016-01-01 17:26:56,43.0
30,histogram_P2_SWAT_Dec2015_Data_model,36,540,540,100.0,2016-01-01 22:16:01,2016-01-01 22:25:00,0.0
0,histogram_P3_SWAT_Dec2015_Data_model,1,940,0,0.0,2015-12-28 10:29:14,2015-12-28 10:44:53,939.0
1,histogram_P3_SWAT_Dec2015_Data_model,2,443,159,35.89,2015-12-28 10:51:08,2015-12-28 10:58:30,64.0
2,histogram_P3_SWAT_Dec2015_Data_model,3,383,310,80.94,2015-12-28 11:22:00,2015-12-28 11:28:22,69.0
3,histogram_P3_SWAT_Dec2015_Data_model,4,390,0,0.0,2015-12-28 11:47:39,2015-12-28 11:54:08,389.0
4,histogram_P3_SWAT_Dec2015_Data_model,6,196,0,0.0,2015-12-28 12:00:55,2015-12-28 12:04:10,195.0
5,histogram_P3_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,histogram_P3_SWAT_Dec2015_Data_model,8,964,927,96.16,2015-12-28 13:10:10,2015-12-28 13:26:13,0.0
7,histogram_P3_SWAT_Dec2015_Data_model,10,160,0,0.0,2015-12-28 14:16:20,2015-12-28 14:19:00,159.0
8,histogram_P3_SWAT_Dec2015_Data_model,11,561,67,11.94,2015-12-28 14:19:00,2015-12-28 14:28:20,494.0
9,histogram_P3_SWAT_Dec2015_Data_model,13,233,0,0.0,2015-12-29 11:11:25,2015-12-29 11:15:17,232.0
10,histogram_P3_SWAT_Dec2015_Data_model,14,431,9,2.09,2015-12-29 11:35:40,2015-12-29 11:42:50,239.0
11,histogram_P3_SWAT_Dec2015_Data_model,16,276,0,0.0,2015-12-29 11:57:25,2015-12-29 12:02:00,275.0
12,histogram_P3_SWAT_Dec2015_Data_model,17,717,466,64.99,2015-12-29 14:38:12,2015-12-29 14:50:08,250.0
13,histogram_P3_SWAT_Dec2015_Data_model,19,259,158,61.0,2015-12-29 18:10:43,2015-12-29 18:15:01,40.0
14,histogram_P3_SWAT_Dec2015_Data_model,20,395,0,0.0,2015-12-29 18:15:43,2015-12-29 18:22:17,394.0
15,histogram_P3_SWAT_Dec2015_Data_model,21,721,0,0.0,2015-12-29 18:30:00,2015-12-29 18:42:00,720.0
16,histogram_P3_SWAT_Dec2015_Data_model,22,463,0,0.0,2015-12-29 22:55:18,2015-12-29 23:03:00,462.0
17,histogram_P3_SWAT_Dec2015_Data_model,23,697,37,5.31,2015-12-30 01:42:34,2015-12-30 01:54:10,659.0
18,histogram_P3_SWAT_Dec2015_Data_model,24,321,10,3.12,2015-12-30 09:51:08,2015-12-30 09:56:28,71.0
19,histogram_P3_SWAT_Dec2015_Data_model,25,612,21,3.43,2015-12-30 10:01:50,2015-12-30 10:12:01,591.0
20,histogram_P3_SWAT_Dec2015_Data_model,26,1445,157,10.87,2015-12-30 17:04:56,2015-12-30 17:29:00,994.0
21,histogram_P3_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,histogram_P3_SWAT_Dec2015_Data_model,28,34209,33617,98.27,2015-12-31 01:45:19,2015-12-31 11:15:27,3.0
23,histogram_P3_SWAT_Dec2015_Data_model,29,121,0,0.0,2015-12-31 15:32:00,2015-12-31 15:34:00,120.0
24,histogram_P3_SWAT_Dec2015_Data_model,30,1171,0,0.0,2015-12-31 15:47:40,2015-12-31 16:07:10,1170.0
25,histogram_P3_SWAT_Dec2015_Data_model,31,367,54,14.71,2015-12-31 22:05:34,2015-12-31 22:11:40,2.0
26,histogram_P3_SWAT_Dec2015_Data_model,32,601,0,0.0,2016-01-01 10:36:00,2016-01-01 10:46:00,600.0
27,histogram_P3_SWAT_Dec2015_Data_model,33,444,158,35.59,2016-01-01 14:21:12,2016-01-01 14:28:35,54.0
28,histogram_P3_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,histogram_P3_SWAT_Dec2015_Data_model,35,481,110,22.87,2016-01-01 17:18:56,2016-01-01 17:26:56,0.0
30,histogram_P3_SWAT_Dec2015_Data_model,36,540,45,8.33,2016-01-01 22:16:01,2016-01-01 22:25:00,0.0
0,histogram_P5_SWAT_Dec2015_Data_model,1,940,0,0.0,2015-12-28 10:29:14,2015-12-28 10:44:53,939.0
1,histogram_P5_SWAT_Dec2015_Data_model,2,443,0,0.0,2015-12-28 10:51:08,2015-12-28 10:58:30,442.0
2,histogram_P5_SWAT_Dec2015_Data_model,3,383,0,0.0,2015-12-28 11:22:00,2015-12-28 11:28:22,382.0
3,histogram_P5_SWAT_Dec2015_Data_model,4,390,0,0.0,2015-12-28 11:47:39,2015-12-28 11:54:08,389.0
4,histogram_P5_SWAT_Dec2015_Data_model,6,196,0,0.0,2015-12-28 12:00:55,2015-12-28 12:04:10,195.0
5,histogram_P5_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,histogram_P5_SWAT_Dec2015_Data_model,8,964,0,0.0,2015-12-28 13:10:10,2015-12-28 13:26:13,963.0
7,histogram_P5_SWAT_Dec2015_Data_model,10,160,15,9.38,2015-12-28 14:16:20,2015-12-28 14:19:00,145.0
8,histogram_P5_SWAT_Dec2015_Data_model,11,561,553,98.57,2015-12-28 14:19:00,2015-12-28 14:28:20,0.0
9,histogram_P5_SWAT_Dec2015_Data_model,13,233,0,0.0,2015-12-29 11:11:25,2015-12-29 11:15:17,232.0
10,histogram_P5_SWAT_Dec2015_Data_model,14,431,0,0.0,2015-12-29 11:35:40,2015-12-29 11:42:50,430.0
11,histogram_P5_SWAT_Dec2015_Data_model,16,276,0,0.0,2015-12-29 11:57:25,2015-12-29 12:02:00,275.0
12,histogram_P5_SWAT_Dec2015_Data_model,17,717,0,0.0,2015-12-29 14:38:12,2015-12-29 14:50:08,716.0
13,histogram_P5_SWAT_Dec2015_Data_model,19,259,0,0.0,2015-12-29 18:10:43,2015-12-29 18:15:01,258.0
14,histogram_P5_SWAT_Dec2015_Data_model,20,395,0,0.0,2015-12-29 18:15:43,2015-12-29 18:22:17,394.0
15,histogram_P5_SWAT_Dec2015_Data_model,21,721,0,0.0,2015-12-29 18:30:00,2015-12-29 18:42:00,720.0
16,histogram_P5_SWAT_Dec2015_Data_model,22,463,456,98.49,2015-12-29 22:55:18,2015-12-29 23:03:00,0.0
17,histogram_P5_SWAT_Dec2015_Data_model,23,697,0,0.0,2015-12-30 01:42:34,2015-12-30 01:54:10,696.0
18,histogram_P5_SWAT_Dec2015_Data_model,24,321,0,0.0,2015-12-30 09:51:08,2015-12-30 09:56:28,320.0
19,histogram_P5_SWAT_Dec2015_Data_model,25,612,0,0.0,2015-12-30 10:01:50,2015-12-30 10:12:01,611.0
20,histogram_P5_SWAT_Dec2015_Data_model,26,1445,0,0.0,2015-12-30 17:04:56,2015-12-30 17:29:00,1444.0
21,histogram_P5_SWAT_Dec2015_Data_model,27,1691,0,0.0,2015-12-31 01:17:08,2015-12-31 01:45:18,1690.0
22,histogram_P5_SWAT_Dec2015_Data_model,28,34209,31971,93.46,2015-12-31 01:45:19,2015-12-31 11:15:27,2238.0
23,histogram_P5_SWAT_Dec2015_Data_model,29,121,0,0.0,2015-12-31 15:32:00,2015-12-31 15:34:00,120.0
24,histogram_P5_SWAT_Dec2015_Data_model,30,1171,0,0.0,2015-12-31 15:47:40,2015-12-31 16:07:10,1170.0
25,histogram_P5_SWAT_Dec2015_Data_model,31,367,0,0.0,2015-12-31 22:05:34,2015-12-31 22:11:40,366.0
26,histogram_P5_SWAT_Dec2015_Data_model,32,601,0,0.0,2016-01-01 10:36:00,2016-01-01 10:46:00,600.0
27,histogram_P5_SWAT_Dec2015_Data_model,33,444,0,0.0,2016-01-01 14:21:12,2016-01-01 14:28:35,443.0
28,histogram_P5_SWAT_Dec2015_Data_model,34,101,0,0.0,2016-01-01 17:12:40,2016-01-01 17:14:20,100.0
29,histogram_P5_SWAT_Dec2015_Data_model,35,481,0,0.0,2016-01-01 17:18:56,2016-01-01 17:26:56,480.0
30,histogram_P5_SWAT_Dec2015_Data_model,36,540,0,0.0,2016-01-01 22:16:01,2016-01-01 22:25:00,539.0
0,histogram_P6_SWAT_Dec2015_Data_model,1,940,0,0.0,2015-12-28 10:29:14,2015-12-28 10:44:53,939.0
1,histogram_P6_SWAT_Dec2015_Data_model,2,443,43,9.71,2015-12-28 10:51:08,2015-12-28 10:58:30,82.0
2,histogram_P6_SWAT_Dec2015_Data_model,3,383,0,0.0,2015-12-28 11:22:00,2015-12-28 11:28:22,382.0
3,histogram_P6_SWAT_Dec2015_Data_model,4,390,0,0.0,2015-12-28 11:47:39,2015-12-28 11:54:08,389.0
4,histogram_P6_SWAT_Dec2015_Data_model,6,196,0,0.0,2015-12-28 12:00:55,2015-12-28 12:04:10,195.0
5,histogram_P6_SWAT_Dec2015_Data_model,7,429,0,0.0,2015-12-28 12:08:25,2015-12-28 12:15:33,428.0
6,histogram_P6_SWAT_Dec2015_Data_model,8,964,240,24.9,2015-12-28 13:10:10,2015-12-28 13:26:13,0.0
7,histogram_P6_SWAT_Dec2015_Data_model,10,160,0,0.0,2015-12-28 14:16:20,2015-12-28 14:19:00,159.0
8,histogram_P6_SWAT_Dec2015_Data_model,11,561,45,8.02,2015-12-28 14:19:00,2015-12-28 14:28:20,510.0
9,histogram_P6_SWAT_Dec2015_Data_model,13,233,0,0.0,2015-12-29 11:11:25,2015-12-29 11:15:17,232.0
10,histogram_P6_SWAT_Dec2015_Data_model,14,431,0,0.0,2015-12-29 11:35:40,2015-12-29 11:42:50,430.0
11,histogram_P6_SWAT_Dec2015_Data_model,16,276,0,0.0,2015-12-29 11:57:25,2015-12-29 12:02:00,275.0
12,histogram_P6_SWAT_Dec2015_Data_model,17,717,12,1.67,2015-12-29 14:38:12,2015-12-29 14:50:08,705.0
13,histogram_P6_SWAT_Dec2015_Data_model,19,259,43,16.6,2015-12-29 18:10:43,2015-12-29 18:15:01,57.0
